substation,technology,capacity_mw,curtailment_pct,binding_branch,confidence,confidence_reason,model_residual_mw,pel_mw,residual_pct_of_pel,model_residual_std,model_max_residual
COMS,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
COMS,BESS,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
COMS,BESS,30,4.38,BRIF3_#9L5->BRFT31,Moderate,Branch active (mean 4.1 MW) but no generation residual available,,22.749,,,
COMS,BESS,50,26.82,BRIF3_#9L5->BRFT31,Moderate,Branch active (mean 4.1 MW) but no generation residual available,,22.749,,,
CRHA,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
CRHA,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
CRHA,PV,20,1.61,CRHA3_#2L5->AMMA3_9L5,Moderate,Branch active (mean 5.0 MW) but no generation residual available,,9.995765397615529,,,
CRHA,PV,30,11.3,CRHA3_#2L5->AMMA3_9L5,Moderate,Branch active (mean 5.0 MW) but no generation residual available,,9.995765397615529,,,
CRHA,PV,50,30.04,CRHA3_#2L5->AMMA3_9L5,Moderate,Branch active (mean 5.0 MW) but no generation residual available,,9.995765397615529,,,
CRHA,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
CRHA,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
CRHA,Wind,20,0.61,CRHA3_#2L5->AMMA3_9L5,Moderate,Branch active (mean 5.0 MW) but no generation residual available,,9.995765397615529,,,
CRHA,Wind,30,9.28,CRHA3_#2L5->AMMA3_9L5,Moderate,Branch active (mean 5.0 MW) but no generation residual available,,9.995765397615529,,,
CRHA,Wind,50,30.06,CRHA3_#2L5->AMMA3_9L5,Moderate,Branch active (mean 5.0 MW) but no generation residual available,,9.995765397615529,,,
CRHA,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
CRHA,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
CRHA,BESS,20,8.47,CRHA3_#2L5->AMMA3_9L5,Moderate,Branch active (mean 5.0 MW) but no generation residual available,,9.995765397615529,,,
CRHA,BESS,30,25.88,CRHA3_#1L5->TUMB3_3L5,Moderate,Branch active (mean 1.2 MW) but no generation residual available,,7.9905,,,
CRHA,BESS,50,39.87,CRHA3_#1L5->TUMB3_3L5,Moderate,Branch active (mean 1.2 MW) but no generation residual available,,7.9905,,,
CWFR,PV,5,0.16,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
CWFR,PV,10,0.27,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
CWFR,PV,20,4.42,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
CWFR,PV,30,18.45,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
CWFR,PV,50,40.91,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
CWFR,Wind,5,4.86,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
CWFR,Wind,10,9.79,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
CWFR,Wind,20,20.0,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
CWFR,Wind,30,31.12,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
CWFR,Wind,50,48.81,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
CWFR,BESS,5,4.97,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
CWFR,BESS,10,12.97,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
CWFR,BESS,20,28.77,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
CWFR,BESS,30,41.58,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
CWFR,BESS,50,55.42,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
Carmarthen,PV,5,0.13,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
Carmarthen,PV,10,0.16,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
Carmarthen,PV,20,0.26,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
Carmarthen,PV,30,0.45,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
Carmarthen,PV,50,4.75,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
Carmarthen,Wind,5,2.99,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
Carmarthen,Wind,10,4.69,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
Carmarthen,Wind,20,9.36,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
Carmarthen,Wind,30,14.3,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
Carmarthen,Wind,50,23.73,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
Carmarthen,BESS,5,2.54,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
Carmarthen,BESS,10,4.72,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
Carmarthen,BESS,20,12.25,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
Carmarthen,BESS,30,19.38,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
Carmarthen,BESS,50,31.11,WGWB3_1L3->58L1323P59M,High,Residual 0.5 MW on 5 MW PEL — operationally negligible.,-0.4789953374518066,5.2641,9.099282639991767,1.1587362418990803,3.2396748401740547
FOSL,PV,5,0.11,FOSL3T->NEWL3_3L5,Moderate,Branch active (mean 1.3 MW) but no generation residual available,,27.436,,,
FOSL,PV,10,5.47,FOSL3T->NEWL3_3L5,Moderate,Branch active (mean 1.3 MW) but no generation residual available,,27.436,,,
FOSL,PV,20,21.59,FOSL3T->NEWL3_3L5,Moderate,Branch active (mean 1.3 MW) but no generation residual available,,27.436,,,
FOSL,PV,30,33.97,FOSL3T->NEWL3_3L5,Moderate,Branch active (mean 1.3 MW) but no generation residual available,,27.436,,,
FOSL,PV,50,50.0,FOSL3T->NEWL3_3L5,Moderate,Branch active (mean 1.3 MW) but no generation residual available,,27.436,,,
FOSL,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
FOSL,Wind,10,0.06,FOSL3T->NEWL3_3L5,Moderate,Branch active (mean 1.3 MW) but no generation residual available,,27.436,,,
FOSL,Wind,20,4.62,FOSL3T->NEWL3_3L5,Moderate,Branch active (mean 1.3 MW) but no generation residual available,,27.436,,,
FOSL,Wind,30,18.67,FOSL3T->NEWL3_3L5,Moderate,Branch active (mean 1.3 MW) but no generation residual available,,27.436,,,
FOSL,Wind,50,40.37,FOSL3T->NEWL3_3L5,Moderate,Branch active (mean 1.3 MW) but no generation residual available,,27.436,,,
FOSL,BESS,5,0.01,FOSL3T->NEWL3_3L5,Moderate,Branch active (mean 1.3 MW) but no generation residual available,,27.436,,,
FOSL,BESS,10,0.96,FOSL3T->NEWL3_3L5,Moderate,Branch active (mean 1.3 MW) but no generation residual available,,27.436,,,
FOSL,BESS,20,19.64,FOSL3T->NEWL3_3L5,Moderate,Branch active (mean 1.3 MW) but no generation residual available,,27.436,,,
FOSL,BESS,30,33.87,FOSL3T->NEWL3_3L5,Moderate,Branch active (mean 1.3 MW) but no generation residual available,,27.436,,,
FOSL,BESS,50,46.96,FOSL3T->NEWL3_3L5,Moderate,Branch active (mean 1.3 MW) but no generation residual available,,27.436,,,
FRBN,PV,5,3.25,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
FRBN,PV,10,3.67,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
FRBN,PV,20,4.56,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
FRBN,PV,30,5.55,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
FRBN,PV,50,8.78,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
FRBN,Wind,5,11.04,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
FRBN,Wind,10,12.37,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
FRBN,Wind,20,15.1,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
FRBN,Wind,30,18.22,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
FRBN,Wind,50,27.37,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
FRBN,BESS,5,8.79,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
FRBN,BESS,10,11.03,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
FRBN,BESS,20,15.17,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
FRBN,BESS,30,19.57,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
FRBN,BESS,50,30.66,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
GARN,PV,5,20.45,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
GARN,PV,10,20.64,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
GARN,PV,20,21.14,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
GARN,PV,30,22.31,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
GARN,PV,50,26.23,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
GARN,Wind,5,30.47,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
GARN,Wind,10,32.21,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
GARN,Wind,20,33.93,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
GARN,Wind,30,34.64,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
GARN,Wind,50,35.26,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
GARN,BESS,5,23.69,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
GARN,BESS,10,25.3,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
GARN,BESS,20,26.57,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
GARN,BESS,30,27.16,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
GARN,BESS,50,28.97,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
GWAU,PV,5,9.94,GWAU3_#1H0->GWAU5_1T0,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,6.25,,,
GWAU,PV,10,18.3,GWAU3_#1H0->GWAU5_1T0,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,6.25,,,
GWAU,PV,20,45.57,GWAU3_#1H0->GWAU5_1T0,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,6.25,,,
GWAU,PV,30,60.69,GWAU3_#1H0->GWAU5_1T0,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,6.25,,,
GWAU,PV,50,74.66,GWAU3_#1H0->GWAU5_1T0,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,6.25,,,
GWAU,Wind,5,30.85,GWAU3_#1H0->GWAU5_1T0,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,6.25,,,
GWAU,Wind,10,39.15,GWAU3_#1H0->GWAU5_1T0,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,6.25,,,
GWAU,Wind,20,53.85,GWAU3_#1H0->GWAU5_1T0,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,6.25,,,
GWAU,Wind,30,63.51,GWAU3_#1H0->GWAU5_1T0,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,6.25,,,
GWAU,Wind,50,74.51,GWAU3_#1H0->GWAU5_1T0,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,6.25,,,
GWAU,BESS,5,32.61,GWAU3_#1H0->GWAU5_1T0,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,6.25,,,
GWAU,BESS,10,44.88,GWAU3_#1H0->GWAU5_1T0,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,6.25,,,
GWAU,BESS,20,59.23,GWAU3_#1H0->GWAU5_1T0,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,6.25,,,
GWAU,BESS,30,66.69,GWAU3_#1H0->GWAU5_1T0,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,6.25,,,
GWAU,BESS,50,77.79,GWAU3_#1H0->GWAU5_1T0,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,6.25,,,
Gowerton East,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Gowerton East,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Gowerton East,PV,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
Gowerton East,PV,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
Gowerton East,PV,50,0.04,GOWE1_113->GOWE3_#1T0,Moderate,Branch active (mean 6.0 MW) but no generation residual available,,45.0,,,
Gowerton East,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Gowerton East,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Gowerton East,Wind,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
Gowerton East,Wind,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
Gowerton East,Wind,50,0.35,GOWE1_113->GOWE3_#1T0,Moderate,Branch active (mean 6.0 MW) but no generation residual available,,45.0,,,
Gowerton East,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Gowerton East,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Gowerton East,BESS,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
Gowerton East,BESS,30,0.18,GOWE1_113->GOWE3_#1T0,Moderate,Branch active (mean 6.0 MW) but no generation residual available,,45.0,,,
Gowerton East,BESS,50,3.54,GOWE1_113->GOWE3_#1T0,Moderate,Branch active (mean 6.0 MW) but no generation residual available,,45.0,,,
HEND,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEND,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEND,PV,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEND,PV,30,0.41,HEND3_MAIN1->AMMA3_7L5,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,22.749,,,
HEND,PV,50,11.68,HEND3_MAIN1->AMMA3_7L5,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,22.749,,,
HEND,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEND,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEND,Wind,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEND,Wind,30,0.27,HEND3_MAIN1->AMMA3_7L5,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,22.749,,,
HEND,Wind,50,12.82,HEND3_MAIN1->AMMA3_7L5,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,22.749,,,
HEND,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEND,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
HEND,BESS,20,0.01,HEND3_1H3->HEND5_1T0,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,10.0,,,
HEND,BESS,30,9.12,HEND3_MAIN1->AMMA3_7L5,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,22.749,,,
HEND,BESS,50,29.82,HEND3_MAIN1->AMMA3_7L5,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,22.749,,,
HOPK,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
HOPK,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
HOPK,PV,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
HOPK,PV,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
HOPK,PV,50,1.93,HOPK3_#1L5->AMMA3_8L5,Low,Branch reads zero 87% of time — intermittent monitoring,,42.354,,,
HOPK,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
HOPK,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
HOPK,Wind,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
HOPK,Wind,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
HOPK,Wind,50,1.74,HOPK3_#1L5->AMMA3_8L5,Low,Branch reads zero 87% of time — intermittent monitoring,,42.354,,,
HOPK,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
HOPK,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
HOPK,BESS,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
HOPK,BESS,30,0.0,HOPK3_#1L5->AMMA3_8L5,Low,Branch reads zero 87% of time — intermittent monitoring,,42.354,,,
HOPK,BESS,50,15.32,HOPK3_#1L5->AMMA3_8L5,Low,Branch reads zero 87% of time — intermittent monitoring,,42.354,,,
Hirwaun,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Hirwaun,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Hirwaun,PV,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
Hirwaun,PV,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
Hirwaun,PV,50,0.0,HNDR3T->ABEP3_2L3,Moderate,Branch active (mean 2.1 MW) but no generation residual available,,17.605,,,
Hirwaun,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Hirwaun,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Hirwaun,Wind,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
