scenario,substation,technology,capacity_mw,curtailment_pct,curtailed_mwh,total_mwh,curtailed_hours,binding_branch,exceeds_2000h,exceeds_1000h
Best case (attrition + upgrade + relaxed + dynamic),Briton Ferry,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Briton Ferry,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),CARG,PV,20,3.47,773,22257,316,LWND3T->58L5303P19,False,False
Best case (attrition + upgrade + relaxed + dynamic),CARG,Wind,20,0.28,142,50570,108,LWND3T->58L5303P19,False,False
Best case (attrition + upgrade + relaxed + dynamic),CARG,BESS,20,5.96,4819,80812,2076,LWND3T->58L5303P19,True,True
Best case (attrition + upgrade + relaxed + dynamic),CLAS,PV,20,15.95,3550,22257,720,CLAS3_#2L5->SWAN3_10L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),CLAS,Wind,20,28.05,14183,50570,1966,CLAS3_#2L5->SWAN3_10L5,False,True
Best case (attrition + upgrade + relaxed + dynamic),CLAS,BESS,20,25.49,20595,80812,3516,CLAS3_#2L5->SWAN3_10L5,True,True
Best case (attrition + upgrade + relaxed + dynamic),COMS,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),COMS,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),COMS,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),CRHA,PV,20,0.01,3,22257,4,CRHA3_#2L5->AMMA3_9L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),CRHA,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),CRHA,BESS,20,0.13,103,80812,220,CRHA3_#2L5->AMMA3_9L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),CWFR,PV,20,0.02,4,22257,6,CWFR3_3L3->CARM3_7L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),CWFR,Wind,20,0.34,171,50570,78,WGWB3_1L3->58L1323P59M,False,False
Best case (attrition + upgrade + relaxed + dynamic),CWFR,BESS,20,1.68,1360,80812,579,WGWB3_1L3->58L1323P59M,False,False
Best case (attrition + upgrade + relaxed + dynamic),Carmarthen,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Carmarthen,Wind,20,0.0,1,50570,1,WGWB3_1L3->58L1323P59M,False,False
Best case (attrition + upgrade + relaxed + dynamic),Carmarthen,BESS,20,0.0,1,80812,1,WGWB3_1L3->58L1323P59M,False,False
Best case (attrition + upgrade + relaxed + dynamic),FOSL,PV,20,5.75,1280,22257,381,FOSL3T->NEWL3_3L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),FOSL,Wind,20,0.17,87,50570,56,FOSL3T->NEWL3_3L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),FOSL,BESS,20,3.49,2819,80812,1241,FOSL3T->NEWL3_3L5,False,True
Best case (attrition + upgrade + relaxed + dynamic),FRBN,PV,20,0.3,66,22257,44,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),FRBN,Wind,20,4.5,2278,50570,284,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),FRBN,BESS,20,3.69,2982,80812,456,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),GARN,PV,20,10.09,2247,22257,338,CLAS3_#2L5->SWAN3_10L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),GARN,Wind,20,14.32,7241,50570,1210,CLAS3_#2L5->SWAN3_10L5,False,True
Best case (attrition + upgrade + relaxed + dynamic),GARN,BESS,20,12.64,10215,80812,1482,CLAS3_#2L5->SWAN3_10L5,False,True
Best case (attrition + upgrade + relaxed + dynamic),GWAU,PV,20,0.81,181,22257,111,GWAU3_#1H0->GWAU5_1T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),GWAU,Wind,20,14.21,7184,50570,1443,GWAU3_#1H0->GWAU5_1T0,False,True
Best case (attrition + upgrade + relaxed + dynamic),GWAU,BESS,20,24.97,20180,80812,2601,GWAU3_#1H0->GWAU5_1T0,True,True
Best case (attrition + upgrade + relaxed + dynamic),Gowerton East,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Gowerton East,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Gowerton East,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),HEND,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),HEND,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),HEND,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),HOPK,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),HOPK,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),HOPK,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Hirwaun,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Hirwaun,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Hirwaun,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),INCS,PV,20,2.83,629,22257,78,TYNY3T->SWAN3_3L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),INCS,Wind,20,0.08,42,50570,18,TYNY3T->SWAN3_3L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),INCS,BESS,20,0.26,213,80812,65,52L6053P10->SWAN3_2L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),JERM,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),JERM,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),JERM,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),KIDW,PV,20,2.73,609,22257,244,FOSL3T->NEWL3_3L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),KIDW,Wind,20,0.01,7,50570,9,FOSL3T->NEWL3_3L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),KIDW,BESS,20,0.91,739,80812,284,FOSL3T->NEWL3_3L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),LBRI,PV,20,11.24,2503,22257,803,YSTF3_#3L5->YSTF3_#4L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),LBRI,Wind,20,19.81,10020,50570,2268,YSTF3_#3L5->YSTF3_#4L5,True,True
Best case (attrition + upgrade + relaxed + dynamic),LBRI,BESS,20,32.42,26196,80812,2460,YSTF3_#3L5->YSTF3_#4L5,True,True
Best case (attrition + upgrade + relaxed + dynamic),LDEI,PV,20,0.03,8,22257,9,LDEI3_4L5->NANG3_#2L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),LDEI,Wind,20,0.11,54,50570,46,LDEI3_2L5->AMMA3_5L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),LDEI,BESS,20,0.3,242,80812,240,LDEI3_2L5->AMMA3_5L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),LDOV,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),LDOV,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),LDOV,BESS,20,0.0,3,80812,6,PONA3_1L3->LDOV3_2L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),LFYR,PV,20,0.09,21,22257,20,CARM3_5L5->STCL3_MAIN2,False,False
Best case (attrition + upgrade + relaxed + dynamic),LFYR,Wind,20,1.44,730,50570,360,CARM3_5L5->STCL3_MAIN2,False,False
Best case (attrition + upgrade + relaxed + dynamic),LFYR,BESS,20,1.84,1487,80812,620,CARM3_5L5->STCL3_MAIN2,False,False
Best case (attrition + upgrade + relaxed + dynamic),LGAD,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),LGAD,Wind,20,0.01,4,50570,4,LDEI3_2L5->AMMA3_5L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),LGAD,BESS,20,0.0,2,80812,3,LDEI3_2L5->AMMA3_5L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),LILA,PV,20,0.3,68,22257,44,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),LILA,Wind,20,4.37,2210,50570,283,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),LILA,BESS,20,3.94,3187,80812,484,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),LLAY,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),LLAY,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),LLAY,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),LLCY,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),LLCY,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),LLCY,BESS,20,0.0,3,80812,2,TIRJ3_#5L5->LLCY3_MAIN1,False,False
Best case (attrition + upgrade + relaxed + dynamic),LLNT,PV,20,0.07,15,22257,14,LLNT3_#1L0->TROS3_#1L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),LLNT,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),LLNT,BESS,20,0.02,16,80812,16,LLNT3_#1L0->TROS3_#1L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),LRHI,PV,20,0.08,19,22257,24,WAUN3_4L5->LRHI3_#1L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),LRHI,Wind,20,0.01,3,50570,2,SWAT3T->TWAU3,False,False
Best case (attrition + upgrade + relaxed + dynamic),LRHI,BESS,20,1.22,985,80812,858,WAUN3_4L5->LRHI3_#1L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),LWNI,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),LWNI,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),LWNI,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Lampeter,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Lampeter,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Lampeter,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Llanarth,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Llanarth,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Llanarth,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),MACH,PV,20,0.29,65,22257,42,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),MACH,Wind,20,4.43,2238,50570,276,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),MACH,BESS,20,3.65,2946,80812,446,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),MAER,PV,20,0.04,10,22257,7,55L7040P11->TOWE3T,False,False
Best case (attrition + upgrade + relaxed + dynamic),MAER,Wind,20,4.89,2474,50570,562,MAER3_2L9->MAER3_#1L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),MAER,BESS,20,2.74,2218,80812,495,MAER3_2L9->MAER3_#1L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),MAES,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),MAES,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),MAES,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),MYND,PV,20,0.29,64,22257,42,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),MYND,Wind,20,4.33,2191,50570,272,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),MYND,BESS,20,3.59,2901,80812,444,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),NANG,PV,20,10.73,2389,22257,669,NANG3_#1L5->WGWB3_2L3,False,False
Best case (attrition + upgrade + relaxed + dynamic),NANG,Wind,20,4.21,2131,50570,972,NANG3_#1L5->WGWB3_2L3,False,False
Best case (attrition + upgrade + relaxed + dynamic),NANG,BESS,20,22.18,17927,80812,2460,NANG3_#1L5->WGWB3_2L3,True,True
Best case (attrition + upgrade + relaxed + dynamic),NEVE,PV,20,3.93,874,22257,287,BRID3_2L9->BRID3_2L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),NEVE,Wind,20,0.12,61,50570,36,BRID3_2L9->BRID3_2L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),NEVE,BESS,20,1.63,1320,80812,646,BRID3_2L9->BRID3_2L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),NEWL,PV,20,7.98,1776,22257,490,W38_3S->NEWL3_1L3,False,False
Best case (attrition + upgrade + relaxed + dynamic),NEWL,Wind,20,0.44,223,50570,142,W38_3S->NEWL3_1L3,False,False
Best case (attrition + upgrade + relaxed + dynamic),NEWL,BESS,20,8.24,6656,80812,2317,W38_3S->NEWL3_1L3,True,True
Best case (attrition + upgrade + relaxed + dynamic),PCYL,PV,20,0.3,67,22257,44,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),PCYL,Wind,20,4.51,2282,50570,286,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),PCYL,BESS,20,3.73,3011,80812,460,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),PEND,PV,20,0.35,78,22257,72,CARM3_8L5->PEND3T,False,False
Best case (attrition + upgrade + relaxed + dynamic),PEND,Wind,20,1.75,885,50570,438,CARM3_8L5->PEND3T,False,False
Best case (attrition + upgrade + relaxed + dynamic),PEND,BESS,20,4.56,3687,80812,1768,SPRI3->58L5296P162,False,True
Best case (attrition + upgrade + relaxed + dynamic),PGTN,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),PGTN,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),PGTN,BESS,20,0.26,208,80812,334,TRAB3M->TRAV3_3L9,False,False
Best case (attrition + upgrade + relaxed + dynamic),PNTA,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),PNTA,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),PNTA,BESS,20,0.0,3,80812,6,CYNH3->PONY3_#2L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),PONA,PV,20,0.63,141,22257,94,PONA3_2L3->LAMP3_1L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),PONA,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),PONA,BESS,20,5.8,4683,80812,2076,PONA3_2L3->LAMP3_1L5,True,True
Best case (attrition + upgrade + relaxed + dynamic),POND,PV,20,0.0,0,22257,2,POND3_#1L5->TRAV3_#3L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),POND,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),POND,BESS,20,0.47,383,80812,474,POND3_#1L5->TRAV3_#3L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),PONY,PV,20,0.05,11,22257,12,FOSL3T->NEWL3_3L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),PONY,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),PONY,BESS,20,0.03,24,80812,30,PONY3_#1L5->52L7800P1,False,False
Best case (attrition + upgrade + relaxed + dynamic),RAVE,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),RAVE,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),RAVE,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),REDC,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),REDC,Wind,20,0.0,1,50570,1,WGWB3_1L3->58L1323P59M,False,False
Best case (attrition + upgrade + relaxed + dynamic),REDC,BESS,20,0.0,1,80812,1,WGWB3_1L3->58L1323P59M,False,False
Best case (attrition + upgrade + relaxed + dynamic),RGOS,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),RGOS,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),RGOS,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),RHYD,PV,20,0.37,83,22257,46,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),RHYD,Wind,20,4.24,2146,50570,294,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),RHYD,BESS,20,5.14,4157,80812,592,RHYD1_113->RHYD3_1T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),Rhos,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Rhos,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Rhos,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),SOFI,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),SOFI,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),SOFI,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),STCL,PV,20,12.69,2823,22257,823,CARM3_4L5->STCL3_MAIN1,False,False
Best case (attrition + upgrade + relaxed + dynamic),STCL,Wind,20,15.03,7603,50570,1984,CARM3_4L5->STCL3_MAIN1,False,True
Best case (attrition + upgrade + relaxed + dynamic),STCL,BESS,20,29.16,23561,80812,2460,CARM3_4L5->STCL3_MAIN1,True,True
Best case (attrition + upgrade + relaxed + dynamic),SWAU,PV,20,3.43,764,22257,373,TSKT3_MAIN1->SWAU3_MAIN1,False,False
Best case (attrition + upgrade + relaxed + dynamic),SWAU,Wind,20,4.18,2114,50570,949,TSKT3_MAIN1->SWAU3_MAIN1,False,False
Best case (attrition + upgrade + relaxed + dynamic),SWAU,BESS,20,20.07,16220,80812,2460,TSKT3_MAIN1->SWAU3_MAIN1,True,True
Best case (attrition + upgrade + relaxed + dynamic),Swansea North,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Swansea North,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Swansea North,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Swansea West,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Swansea West,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Swansea West,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),TIMT,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),TIMT,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),TIMT,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),TREG,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),TREG,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),TREG,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),TREV,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),TREV,Wind,20,0.0,1,50570,1,WGWB3_1L3->58L1323P59M,False,False
Best case (attrition + upgrade + relaxed + dynamic),TREV,BESS,20,0.0,1,80812,1,WGWB3_1L3->58L1323P59M,False,False
Best case (attrition + upgrade + relaxed + dynamic),TSKT,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),TSKT,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),TSKT,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),TUMB,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),TUMB,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),TUMB,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),TWYN,PV,20,0.3,66,22257,42,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),TWYN,Wind,20,4.49,2273,50570,283,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),TWYN,BESS,20,3.67,2964,80812,454,ABYS1_213->ABYS3_2T0,False,False
Best case (attrition + upgrade + relaxed + dynamic),Tir John,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Tir John,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Tir John,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Trostre,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Trostre,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Trostre,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),WAUN,PV,20,11.49,2557,22257,401,CLAS3_#2L5->SWAN3_10L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),WAUN,Wind,20,19.42,9820,50570,1634,CLAS3_#2L5->SWAN3_10L5,False,True
Best case (attrition + upgrade + relaxed + dynamic),WAUN,BESS,20,19.26,15564,80812,2220,CLAS3_#2L5->SWAN3_10L5,True,True
Best case (attrition + upgrade + relaxed + dynamic),WESX,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),WESX,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),WESX,BESS,20,0.01,6,80812,2,UPLT31->WESX3_MAIN1,False,False
Best case (attrition + upgrade + relaxed + dynamic),WGWB,PV,20,3.67,817,22257,338,WGWB3_1L3->58L1323P59M,False,False
Best case (attrition + upgrade + relaxed + dynamic),WGWB,Wind,20,1.29,651,50570,470,WGWB3_1L3->58L1323P59M,False,False
Best case (attrition + upgrade + relaxed + dynamic),WGWB,BESS,20,13.97,11286,80812,2460,WGWB3_1L3->58L1323P59M,True,True
Best case (attrition + upgrade + relaxed + dynamic),WHIT,PV,20,10.5,2337,22257,701,WHIT3_MAIN2A->WHIT3_MAIN2B,False,False
Best case (attrition + upgrade + relaxed + dynamic),WHIT,Wind,20,8.35,4224,50570,1550,WHIT3_MAIN2A->WHIT3_MAIN2B,False,True
Best case (attrition + upgrade + relaxed + dynamic),WHIT,BESS,20,26.04,21047,80812,2460,WHIT3_MAIN2A->WHIT3_MAIN2B,True,True
Best case (attrition + upgrade + relaxed + dynamic),WSTC,PV,20,3.62,805,22257,253,HIRW3_2L5->HNDR3T,False,False
Best case (attrition + upgrade + relaxed + dynamic),WSTC,Wind,20,0.0,2,50570,2,HIRW3_2L5->HNDR3T,False,False
Best case (attrition + upgrade + relaxed + dynamic),WSTC,BESS,20,0.96,778,80812,247,HIRW3_2L5->HNDR3T,False,False
Best case (attrition + upgrade + relaxed + dynamic),YNST,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),YNST,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),YNST,BESS,20,0.0,0,80812,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),YNYS,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),YNYS,Wind,20,0.53,269,50570,92,MAER3_2L9->MAER3_#1L5,False,False
Best case (attrition + upgrade + relaxed + dynamic),YNYS,BESS,20,0.22,176,80812,60,55L7040P11->TOWE3T,False,False
Best case (attrition + upgrade + relaxed + dynamic),YSTF,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),YSTF,Wind,20,0.04,22,50570,41,LDOV3_4L5->YSTF3_5L3,False,False
Best case (attrition + upgrade + relaxed + dynamic),YSTF,BESS,20,2.45,1981,80812,1726,LDOV3_4L5->YSTF3_5L3,False,True
Best case (attrition + upgrade + relaxed + dynamic),Ystradgynlais,PV,20,0.0,0,22257,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Ystradgynlais,Wind,20,0.0,0,50570,0,None,False,False
Best case (attrition + upgrade + relaxed + dynamic),Ystradgynlais,BESS,20,0.0,0,80812,0,None,False,False
Worst case (full queue + tighter TANM),ABAE,PV,20,8.73,1944,22257,640,ABAE3_1L3->LLAN3_2L5,False,False
Worst case (full queue + tighter TANM),ABAE,Wind,20,7.79,3938,50570,1428,ABAE3_1L3->LLAN3_2L5,False,True
Worst case (full queue + tighter TANM),ABAE,BESS,20,25.11,20290,80812,2460,ABAE3_1L3->LLAN3_2L5,True,True
Worst case (full queue + tighter TANM),ABDA,PV,20,0.9,201,22257,139,ABDA3_2L5->HIRW3_6L5,False,False
Worst case (full queue + tighter TANM),ABDA,Wind,20,1.37,693,50570,364,ABDA3_2L5->HIRW3_6L5,False,False
Worst case (full queue + tighter TANM),ABDA,BESS,20,10.22,8261,80812,2250,ABDA3_2L5->HIRW3_6L5,True,True
Worst case (full queue + tighter TANM),ABEC,PV,20,5.95,1325,22257,282,HIRW3_2L5->HNDR3T,False,False
Worst case (full queue + tighter TANM),ABEC,Wind,20,1.07,539,50570,302,ABEC3_2L5->TRAV3_#1L5,False,False
Worst case (full queue + tighter TANM),ABEC,BESS,20,3.69,2979,80812,1467,ABEC3_2L5->TRAV3_#1L5,False,True
Worst case (full queue + tighter TANM),ABYS,PV,20,6.44,1434,22257,568,ABYS1_213->ABYS3_2T0,False,False
Worst case (full queue + tighter TANM),ABYS,Wind,20,18.86,9535,50570,1365,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),ABYS,BESS,20,18.92,15293,80812,1722,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),ADVY,PV,20,6.43,1430,22257,565,ABYS1_213->ABYS3_2T0,False,False
Worst case (full queue + tighter TANM),ADVY,Wind,20,18.69,9453,50570,1350,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),ADVY,BESS,20,18.8,15194,80812,1708,ABYS1_213->ABYS3_2T0,False,True
Worst case (full queue + tighter TANM),ALCO,PV,20,0.0,0,22257,0,None,False,False
